# f c
3 344
3 90000
3 150000
2 5000
2 651
2 412
2 1200
2 69970
2 325
1 59784
1 44721
1 6251
1 100000
1 36346
1 11204
1 19924
1 152275
1 3975
1 850
1 497
1 50095
1 1157
1 257
1 411
1 1312
1 25000
1 20128
1 183550
1 4491142
1 36250
1 44830
1 7476
1 7554
1 5008
1 506
1 703
1 5843
1 14960
1 108
1 149998
1 820
1 58787
1 149634
1 1202
1 1184
1 147271
1 790
1 136215
1 240000
1 3289307
1 112401
1 1659
1 519
1 2501
1 1335
1 1578
1 953
1 115
1 1350
1 240
1 7530
1 40297
1 91004
1 15991
1 104994
1 7410
1 847
1 17899
1 2438
1 402
1 842
1 962
1 119316
1 401
